姓名,性别,出生年份,出生地,长度,名,名1,笔画1,偏旁1,拼音1,常用1,名2,笔画2,偏旁2,拼音2,常用2
鱼双燕,女,1979,甘肃西和,3,双燕,双,4,又,shuāng,1,燕,16,灬,yàn,1
李虹霖,男,1970,吉林辽源人,3,虹霖,虹,9,虫,hóng,1,霖,16,雨,lín,3
丰霏,男,1983,安徽滁州,2,霏,霏,16,雨,fēi,3,霏,0,0,0,0
何达,男,1983,江苏省南京市,2,达,达,6,辶,dá,1,达,0,0,0,0
王鸣晓,男,1968,河南鹤壁,3,鸣晓,鸣,8,鸟,míng,1,晓,10,日,xiǎo,1
大熊,男,1983,山东,2,熊,熊,14,灬,xióng,1,熊,0,0,0,0
夏恩慕,男,1975,江西,3,恩慕,恩,10,心,ēn,1,慕,14,小,mù,1
邹勇兵,男,1978,广东省惠州博罗县,3,勇兵,勇,9,力,yǒng,1,兵,7,八,bīng,1
颜士刚,男,1973,山东省枣庄市,3,士刚,士,3,士,shì,1,刚,6,刂,gāng,1
刘屹昕,男,1983,上海普陀区,3,屹昕,屹,6,山,yì,2,昕,8,日,xīn,3
童德平,男,1966,浙江泰顺,3,德平,德,15,彳,dé,1,平,5,干,píng,1
韩志娴,女,1979,河北行唐,3,志娴,志,7,心,zhì,1,娴,10,女,xián,3
陈世品,男,1968,福建南平,3,世品,世,5,一,shì,1,品,9,口,pǐn,1
李凤峰,女,1979,安徽,3,凤峰,凤,4,几,fèng,1,峰,10,山,fēng,1
梁维吉,男,1970,甘肃白银,3,维吉,维,11,纟,wéi,1,吉,6,口,jí,1
杜敏赫,女,1979,北京,3,敏赫,敏,11,攵,mǐn,1,赫,14,赤,hè,2
李令波,男,1971,安徽萧县,3,令波,令,5,人,lìng,1,波,8,氵,bō,1
克有明,男,1969,云南省盈江县,3,有明,有,6,月,yǒu,1,明,8,日,míng,1
聂卫华,男,1972,湖南,3,卫华,卫,3,卩,wèi,1,华,6,十,huá,1
蒋海琦,男,1992,上海,3,海琦,海,10,氵,hǎi,1,琦,12,王,qí,3
范珂,男,1983,北京,2,珂,珂,9,王,kē,3,珂,0,0,0,0
陈谷香,女,1979,湖南,3,谷香,谷,7,谷,gǔ,1,香,9,香,xiāng,1
卢清铨,男,1987,台湾,3,清铨,清,11,氵,qīng,1,铨,11,钅,quán,3
孙明跃,男,1972,安徽省寿县,3,明跃,明,8,日,míng,1,跃,11,足,yuè,1
倪正刘,男,1978,云南云龙,3,正刘,正,5,止,zhèng,1,刘,6,刂,liú,1
林伟宁,女,1979,山东省昌邑县双台乡北兴福村,3,伟宁,伟,6,亻,wěi,1,宁,5,宀,níng,1
隋菲菲,女,1979,山东青岛,3,菲菲,菲,11,艹,fēi,2,菲,11,艹,fēi,2
简庆宗,男,1993,台湾,3,庆宗,庆,6,广,qìng,1,宗,8,宀,zōng,1
巩航军,男,1968,陕西,3,航军,航,10,舟,háng,1,军,6,冖,jūn,1
谢遵党,男,1968,河南长垣,3,遵党,遵,15,辶,zūn,1,党,10,儿,dǎng,1
连静雯,女,1979,台湾,3,静雯,静,14,青,jìng,1,雯,12,雨,wén,3
王雅捷,女,1979,安徽省合肥市,3,雅捷,雅,12,隹,yǎ,1,捷,11,扌,jié,1
张习文,男,1971,辽宁省大连市,3,习文,习,3,乙,xí,1,文,4,文,wén,1
陈进雷,男,1971,湖北宜城,3,进雷,进,7,辶,jìn,1,雷,13,雨,léi,1
陈奕强,男,1972,江西省安远县欣山镇,3,奕强,奕,9,大,yì,2,强,12,弓,qiáng,1
刘亚琼,女,1979,河北行唐,3,亚琼,亚,6,二,yà,1,琼,12,王,qióng,2
薛春善,男,1969,河南周口市,3,春善,春,9,日,chūn,1,善,12,口,shàn,1
福帅,男,1983,辽宁抚顺,2,帅,帅,5,巾,shuài,1,帅,0,0,0,0
林艳丽,女,1979,辽宁瓦房店市,3,艳丽,艳,10,色,yàn,1,丽,7,丶,lì,1
李方甫,男,1976,重庆市城口县,3,方甫,方,4,方,fāng,1,甫,7,用,fǔ,2
厍运亨,男,1967,甘肃永昌,3,运亨,运,7,辶,yùn,1,亨,7,亠,hēng,3
侯俊光,男,1992,黑龙江省牡丹江市,3,俊光,俊,9,亻,jùn,1,光,6,儿,guāng,1
李彩宁,女,1979,香港,3,彩宁,彩,11,彡,cǎi,1,宁,5,宀,níng,1
张敬婕,女,1979,北京,3,敬婕,敬,12,攵,jìng,1,婕,11,女,jié,3
赵玄荒,男,1968,山东单县,3,玄荒,玄,5,玄,xuán,2,荒,9,艹,huāng,1
孙丽敏,女,1979,辽宁,3,丽敏,丽,7,丶,lì,1,敏,11,攵,mǐn,1
杨书申,男,1966,河南唐河,3,书申,书,4,乛,shū,1,申,5,田,shēn,1
朱一栋,男,1982,江苏盐城,3,一栋,一,1,一,yī,1,栋,9,木,dòng,1
周国贤,女,1979,香港,3,国贤,国,8,囗,guó,1,贤,8,贝,xián,1
丛立先,男,1973,辽宁丹东,3,立先,立,5,立,lì,1,先,6,儿,xiān,1
张吉彬,男,1974,甘肃榆中,3,吉彬,吉,6,口,jí,1,彬,11,彡,bīn,2
石春秀,女,1979,广西桂林,3,春秀,春,9,日,chūn,1,秀,7,禾,xiù,1
熊兴兰,女,1979,云南大关,3,兴兰,兴,6,八,xīng,1,兰,5,乺,lán,1
戴本忠,男,1968,云南曲靖,3,本忠,本,5,木,běn,1,忠,8,心,zhōng,1
皮贵怀,男,1972,湖南益阳,3,贵怀,贵,9,贝,guì,1,怀,7,忄,huái,1
吴苏媚,女,1979,江苏苏州,3,苏媚,苏,7,艹,sū,1,媚,12,女,mèi,2
卢仁火,男,1982,江西乐平,3,仁火,仁,4,亻,rén,1,火,4,火,huǒ,1
张袁健,男,1980,江苏丹徒,3,袁健,袁,10,衣,yuán,2,健,10,亻,jiàn,1
王章锐,男,1987,四川 宜宾,3,章锐,章,11,立,zhāng,1,锐,12,钅,ruì,1
戴永福,男,1973,河南,3,永福,永,5,水,yǒng,1,福,13,礻,fú,1
孙明刚,男,1979,甘肃靖远,3,明刚,明,8,日,míng,1,刚,6,刂,gāng,1
卢华友,男,1970,湖北通城,3,华友,华,6,十,huá,1,友,4,又,yǒu,1
劳以卫,男,1967,广西灵山,3,以卫,以,4,人,yǐ,1,卫,3,卩,wèi,1
张夫妮,女,1979,山东临沂,3,夫妮,夫,4,大,fū,1,妮,8,女,nī,3
钱卿,男,1983,安徽桐城,2,卿,卿,10,卩,qīng,2,卿,0,0,0,0
王连权,男,1967,江苏泗阳,3,连权,连,7,辶,lián,1,权,6,木,quán,1
郑亚茹,女,1979,山东临清,3,亚茹,亚,6,二,yà,1,茹,9,艹,rú,3
刘岚平,男,1970,湖南邵东,3,岚平,岚,7,山,lán,3,平,5,干,píng,1
乔鹏樾,男,1981,吉林省,3,鹏樾,鹏,13,鸟,péng,2,樾,16,木,yuè,3
陈艳青,女,1979,江苏苏州西山镇,3,艳青,艳,10,色,yàn,1,青,8,青,qīng,1
黄永盛,男,1982,山西神池,3,永盛,永,5,水,yǒng,1,盛,11,皿,shèng,1
王宝治,男,1966,河北省海兴县张会亭乡大范村,3,宝治,宝,8,宀,bǎo,1,治,8,氵,zhì,1
李惠珉,男,1966,山东莒南,3,惠珉,惠,12,心,huì,1,珉,9,王,mín,3
肖羽堂,男,1966,湖南隆回,3,羽堂,羽,6,羽,yǔ,1,堂,11,土,táng,1
武献志,男,1969,江苏徐州,3,献志,献,13,犬,xiàn,1,志,7,心,zhì,1
闵冬云,男,1967,湖北省仙桃市,3,冬云,冬,5,冫,dōng,1,云,4,二,yún,1
孔一红,男,1993,湖南,3,一红,一,1,一,yī,1,红,6,纟,hóng,1
孔舒航,男,1989,山东省齐河县,3,舒航,舒,12,舌,shū,1,航,10,舟,háng,1
贾内德,男,1986,山东临清,3,内德,内,4,冂,nèi,1,德,15,彳,dé,1
淳永奉,男,1969,四川盐亭县,3,永奉,永,5,水,yǒng,1,奉,8,大,fèng,1
洪业应,男,1985,安徽舒城县,3,业应,业,5,业,yè,1,应,7,广,yīng,1
温陈静,女,1979,浙江温州,3,陈静,陈,7,阝,chén,1,静,14,青,jìng,1
覃昊,男,1967,广西蒙山,2,昊,昊,8,日,hào,3,昊,0,0,0,0
郑良飞,男,1976,湖南平江,3,良飞,良,7,艮,liáng,1,飞,3,飞,fēi,1
郝宗波,男,1977,河南,3,宗波,宗,8,宀,zōng,1,波,8,氵,bō,1
阳定兵,男,1973,四川苍溪,3,定兵,定,8,宀,dìng,1,兵,7,八,bīng,1
鲁可荣,男,1970,安徽,3,可荣,可,5,口,kě,1,荣,9,艹,róng,1
王坤琪,男,1995,湖北黄冈,3,坤琪,坤,8,土,kūn,2,琪,12,王,qí,3
陈敏之,女,1979,香港,3,敏之,敏,11,攵,mǐn,1,之,3,丿,zhī,1
汪文展,男,1966,上海市,3,文展,文,4,文,wén,1,展,10,尸,zhǎn,1
蔡依珊,女,1979,台湾,3,依珊,依,8,亻,yī,1,珊,9,王,shān,2
吴树畅,男,1968,江苏邳州,3,树畅,树,9,木,shù,1,畅,8,田,chàng,1
秦景玉,男,1990,山西平顺,3,景玉,景,12,日,jǐng,1,玉,5,玉,yù,1
陈怡蓉,女,1979,台湾省高雄市,3,怡蓉,怡,8,忄,yí,3,蓉,13,艹,róng,2
许秀龙,男,1981,广东省中山小榄,3,秀龙,秀,7,禾,xiù,1,龙,5,龙,lóng,1
周瑛锋,女,1979,新疆,3,瑛锋,瑛,12,王,yīng,3,锋,12,钅,fēng,1
蔡呈,男,1983,湖北省恩施土家族苗族自治州,2,呈,呈,7,口,chéng,1,呈,0,0,0,0
贾欣惠,女,1979,台湾,3,欣惠,欣,8,欠,xīn,1,惠,12,心,huì,1
叶斌太,男,1967,江西余干县,3,斌太,斌,12,文,bīn,3,太,4,大,tài,1
殷亚博,男,1990,河南滑州市,3,亚博,亚,6,二,yà,1,博,12,十,bó,1
辛敏红,女,1979,辽宁,3,敏红,敏,11,攵,mǐn,1,红,6,纟,hóng,1
董晓霞,女,1979,湖北南漳,3,晓霞,晓,10,日,xiǎo,1,霞,17,雨,xiá,1
高德峰,男,1979,山东省济宁市嘉祥县,3,德峰,德,15,彳,dé,1,峰,10,山,fēng,1
吴速玲,女,1979,台湾 台北,3,速玲,速,10,辶,sù,1,玲,9,王,líng,2
秦丽,男,1983,山东省青岛市,2,丽,丽,7,丶,lì,1,丽,0,0,0,0
张信芳,男,1970,山西晋城,3,信芳,信,9,亻,xìn,1,芳,7,艹,fāng,1
牟俊霖,男,1979,四川,3,俊霖,俊,9,亻,jùn,1,霖,16,雨,lín,3
邹卓异,男,2002,江西南昌,3,卓异,卓,8,十,zhuó,2,异,6,廾,yì,1
郑海燕,女,1979,安徽巢湖人庐江,3,海燕,海,10,氵,hǎi,1,燕,16,灬,yàn,1
姜忠宝,男,1986,吉林公主岭市,3,忠宝,忠,8,心,zhōng,1,宝,8,宀,bǎo,1
宋金泽,男,1988,内蒙古,3,金泽,金,8,金,jīn,1,泽,8,氵,zé,1
苏树兵,男,1976,新疆,3,树兵,树,9,木,shù,1,兵,7,八,bīng,1
熊晓雯,女,1979,湖北武汉,3,晓雯,晓,10,日,xiǎo,1,雯,12,雨,wén,3
卢全喜,男,1966,江西武宁,3,全喜,全,6,入,quán,1,喜,12,口,xǐ,1
邓彦玲,女,1979,黑龙江,3,彦玲,彦,9,彡,yàn,3,玲,9,王,líng,2
张达河,男,1970,广西钟山,3,达河,达,6,辶,dá,1,河,8,氵,hé,1
胡江辉,男,1980,云南丽江永胜,3,江辉,江,6,氵,jiāng,1,辉,12,车,huī,1
葛志娟,女,1979,江苏南通,3,志娟,志,7,心,zhì,1,娟,10,女,juān,3
曲明娟,女,1979,山东威海,3,明娟,明,8,日,míng,1,娟,10,女,juān,3
李艳凤,女,1979,黑龙江省绥化市青冈县,3,艳凤,艳,10,色,yàn,1,凤,4,几,fèng,1
陈战芬,女,1979,湖北红安,3,战芬,战,9,戈,zhàn,1,芬,7,艹,fēn,1
李酌,男,1968,四川巴中,2,酌,酌,10,酉,zhuó,2,酌,0,0,0,0
黄俊中,男,1982,台湾,3,俊中,俊,9,亻,jùn,1,中,4,丨,zhōng,1
王程越,男,1975,辽宁锦州,3,程越,程,12,禾,chéng,1,越,12,走,yuè,1
赵艳敏,女,1979,河南许昌,3,艳敏,艳,10,色,yàn,1,敏,11,攵,mǐn,1
殷海双,女,1979,吉林省吉林市,3,海双,海,10,氵,hǎi,1,双,4,又,shuāng,1
石晓云,女,1979,河北柏乡,3,晓云,晓,10,日,xiǎo,1,云,4,二,yún,1
田亚洲,男,1968,湖北枝江,3,亚洲,亚,6,二,yà,1,洲,9,氵,zhōu,1
柯以柔,女,1979,台湾台北,3,以柔,以,4,人,yǐ,1,柔,9,木,róu,1
冷爱,男,1983,江苏常州,2,爱,爱,10,爫,ài,1,爱,0,0,0,0
朱合益,男,1979,重庆市潼南县,3,合益,合,6,口,hé,1,益,10,皿,yì,1
朱亚辉,男,1967,江苏南通,3,亚辉,亚,6,二,yà,1,辉,12,车,huī,1
谢冠男,男,1986,湖南辰溪,3,冠男,冠,9,冖,guàn,1,男,7,田,nán,1
朱孝天,女,1979,台湾,3,孝天,孝,7,子,xiào,1,天,4,大,tiān,1
陈乔恩,女,1979,台湾省新竹县竹北市,3,乔恩,乔,6,丿,qiáo,1,恩,10,心,ēn,1
方文龙,男,1970,江西乐平,3,文龙,文,4,文,wén,1,龙,5,龙,lóng,1
许清清,女,1979,四川省达州市,3,清清,清,11,氵,qīng,1,清,11,氵,qīng,1
马斅民,男,1970,山西山阴,3,斅民,斅,20,攴,xiào,3,民,5,氏,mín,1
邵源,男,1977,上海,2,源,源,13,氵,yuán,1,源,0,0,0,0
罗利智,男,1984,陕西渭南,3,利智,利,7,刂,lì,1,智,12,日,zhì,1
罗亚岚,女,1979,台湾,3,亚岚,亚,6,二,yà,1,岚,7,山,lán,3
龚李萍,女,1979,江苏盱眙,3,李萍,李,7,木,lǐ,1,萍,11,艹,píng,1
高琎,男,1983,重庆市,2,琎,琎,11,王,jīn,3,琎,0,0,0,0
路茗茗,女,1979,陕西清涧,3,茗茗,茗,9,艹,míng,3,茗,9,艹,míng,3
劳太云,女,1979,广西北海市,3,太云,太,4,大,tài,1,云,4,二,yún,1
汤晓强,男,1967,重庆长寿,3,晓强,晓,10,日,xiǎo,1,强,12,弓,qiáng,1
梁克庆,男,1973,广西横县,3,克庆,克,7,十,kè,1,庆,6,广,qìng,1
林浩志,男,1994,福建省漳州市,3,浩志,浩,10,氵,hào,1,志,7,心,zhì,1
刘喜男,男,1971,吉林长春,3,喜男,喜,12,口,xǐ,1,男,7,田,nán,1
成建丰,男,1978,江苏滨海县,3,建丰,建,8,廴,jiàn,1,丰,4,丨,fēng,1
覃培军,男,1990,陕西安康,3,培军,培,11,土,péi,1,军,6,冖,jūn,1
黎国介,男,1985,四川省宜宾市,3,国介,国,8,囗,guó,1,介,4,人,jiè,1
赖雅妍,女,1979,台湾省新北市,3,雅妍,雅,12,隹,yǎ,1,妍,7,女,yán,3
洪富艳,女,1979,黑龙江省齐齐哈尔市,3,富艳,富,12,宀,fù,1,艳,10,色,yàn,1
祁百成,男,1976,天津,3,百成,百,6,白,bǎi,1,成,6,戈,chéng,1
吴荣新,男,1972,安徽凤台,3,荣新,荣,9,艹,róng,1,新,13,斤,xīn,1
彭桂花,女,1979,湖北钟祥,3,桂花,桂,10,木,guì,1,花,7,艹,huā,1
牟杰,男,1972,山东省寒亭区,2,杰,杰,8,木,jié,1,杰,0,0,0,0
许飞宇,女,1979,上海,3,飞宇,飞,3,飞,fēi,1,宇,6,宀,yǔ,1
牟玲玲,女,1979,山东,3,玲玲,玲,9,王,líng,2,玲,9,王,líng,2
周苏红,女,1979,浙江湖州长兴县,3,苏红,苏,7,艹,sū,1,红,6,纟,hóng,1
马剑勇,男,1972,甘肃张掖,3,剑勇,剑,9,刂,jiàn,1,勇,9,力,yǒng,1
洪百榕,女,1979,台湾,3,百榕,百,6,白,bǎi,1,榕,14,木,róng,2
赵庭芳,男,1966,安徽省宣城市,3,庭芳,庭,9,广,tíng,1,芳,7,艹,fāng,1
赵相革,男,1966,四川达县,3,相革,相,9,目,xiāng,1,革,9,革,gé,1
洪世聪,男,1973,福建石狮,3,世聪,世,5,一,shì,1,聪,15,耳,cōng,1
蒋靖坤,男,1980,河南,3,靖坤,靖,13,青,jìng,2,坤,8,土,kūn,2
邸佑,男,1983,河北保定,2,佑,佑,7,亻,yòu,2,佑,0,0,0,0
全洪涛,男,1966,云南昆明,3,洪涛,洪,9,氵,hóng,1,涛,10,氵,tāo,1
程品方,男,1967,浙江永康人,3,品方,品,9,口,pǐn,1,方,4,方,fāng,1
伊北,男,1983,安徽淮南,2,北,北,5,匕,běi,1,北,0,0,0,0
袁靓,男,1983,贵州织金,2,靓,靓,12,青,liàng,3,靓,0,0,0,0
林燕云,女,1979,广东省澄海区,3,燕云,燕,16,灬,yàn,1,云,4,二,yún,1
李发芽,男,1966,江西吉安,3,发芽,发,5,又,fā,1,芽,7,艹,yá,1
俞天平,男,1969,甘肃省武威市,3,天平,天,4,大,tiān,1,平,5,干,píng,1
于方恺,男,1975,河南长垣,3,方恺,方,4,方,fāng,1,恺,9,忄,kǎi,3
鲍艳宇,女,1979,内蒙古赤峰市,3,艳宇,艳,10,色,yàn,1,宇,6,宀,yǔ,1
倪景阳,女,1979,黑龙江,3,景阳,景,12,日,jǐng,1,阳,6,阝,yáng,1
邓爱梅,女,1979,湖南省双峰县,3,爱梅,爱,10,爫,ài,1,梅,11,木,méi,1
杨兴蓉,女,1979,甘肃敦煌市,3,兴蓉,兴,6,八,xīng,1,蓉,13,艹,róng,2
失落叶,男,1983,江苏淮安,3,落叶,落,12,艹,luò,1,叶,5,口,yè,1
盛炜,男,1983,江西余干,2,炜,炜,8,火,wěi,3,炜,0,0,0,0
陈译贤,女,1979,台湾省台中市,3,译贤,译,7,讠,yì,1,贤,8,贝,xián,1
陶鹰,男,1983,陕西商洛,2,鹰,鹰,18,鸟,yīng,1,鹰,0,0,0,0
张英席,男,1981,河北省秦皇岛市,3,英席,英,8,艹,yīng,1,席,10,巾,xí,1
周俊伟,男,1979,香港,3,俊伟,俊,9,亻,jùn,1,伟,6,亻,wěi,1
白芝勇,男,1978,四川省巴中市,3,芝勇,芝,6,艹,zhī,1,勇,9,力,yǒng,1
蝉西,男,1983,四川北川,2,西,西,6,西,xī,1,西,0,0,0,0
楚轶男,男,1988,吉林省长春市,3,轶男,轶,9,车,yì,3,男,7,田,nán,1
张艺兴,男,1991,湖南省长沙市,3,艺兴,艺,4,艹,yì,1,兴,6,八,xīng,1
王柯淇,男,1990,湖南省长沙市,3,柯淇,柯,9,木,kē,3,淇,11,氵,qí,3
祁童,男,1983,天津,2,童,童,12,立,tóng,1,童,0,0,0,0
罗美玲,女,1979,台湾省新竹县尖石乡新乐村水田部落,3,美玲,美,9,羊,měi,1,玲,9,王,líng,2
赵志伟,男,1994,甘肃兰州,3,志伟,志,7,心,zhì,1,伟,6,亻,wěi,1
索轩,男,1983,北京市,2,轩,轩,7,车,xuān,2,轩,0,0,0,0
林盛斌,女,1979,香港,3,盛斌,盛,11,皿,shèng,1,斌,12,文,bīn,3
靳瑰丽,女,1979,河南兰考县,3,瑰丽,瑰,13,王,guī,2,丽,7,丶,lì,1
李瑞超,男,1983,河南省郑州市,3,瑞超,瑞,13,王,ruì,1,超,12,走,chāo,1
吴春菊,女,1979,云南镇雄县泼机镇李官营村,3,春菊,春,9,日,chūn,1,菊,11,艹,jú,1
周莉霞,女,1979,湖南保靖县,3,莉霞,莉,10,艹,lì,2,霞,17,雨,xiá,1
侯淑娟,女,1979,湖南,3,淑娟,淑,11,氵,shū,2,娟,10,女,juān,3
田美利,女,1979,河南商丘,3,美利,美,9,羊,měi,1,利,7,刂,lì,1
叶映华,女,1979,浙江天台,3,映华,映,9,日,yìng,1,华,6,十,huá,1
车缙,男,1983,四川成都,2,缙,缙,13,纟,jìn,3,缙,0,0,0,0
席桂清,女,1979,黑龙江省大兴安岭地区,3,桂清,桂,10,木,guì,1,清,11,氵,qīng,1
仲满,男,1983,江苏省海安县北凌乡仲洋村,2,满,满,13,氵,mǎn,1,满,0,0,0,0
小腻腻,女,1979,四川成都,3,腻腻,腻,13,月,nì,2,腻,13,月,nì,2
于震,男,1975,北京,2,震,震,15,雨,zhèn,1,震,0,0,0,0
吴雨桥,女,1979,黑龙江省哈尔滨,3,雨桥,雨,8,雨,yǔ,1,桥,10,木,qiáo,1
王俊凯,男,1999,重庆市,3,俊凯,俊,9,亻,jùn,1,凯,8,几,kǎi,1
陈钰滢,女,1979,江西万载,3,钰滢,钰,10,钅,yù,3,滢,13,氵,yíng,3
语默,男,1982,河南滑县,2,默,默,16,黑,mò,1,默,0,0,0,0
陆家明,女,1979,上海,3,家明,家,10,宀,jiā,1,明,8,日,míng,1
叶清桃,女,1979,福建龙海,3,清桃,清,11,氵,qīng,1,桃,10,木,táo,1
鲁羽娜,女,1979,陕西户县,3,羽娜,羽,6,羽,yǔ,1,娜,9,女,nà,2
杨若敏,女,1979,四川,3,若敏,若,8,艹,ruò,1,敏,11,攵,mǐn,1
刘建奇,女,1979,陕西省榆林市横山县,3,建奇,建,8,廴,jiàn,1,奇,8,大,qí,1
王凯,男,1982,湖北武汉,2,凯,凯,8,几,kǎi,1,凯,0,0,0,0
康华,男,1971,天津,2,华,华,6,十,huá,1,华,0,0,0,0
丁美媛,女,1979,辽宁省大连市金州区,3,美媛,美,9,羊,měi,1,媛,12,女,yuán,3
洪海天,女,1979,上海,3,海天,海,10,氵,hǎi,1,天,4,大,tiān,1
曾健敏,女,1979,湖南省湘潭市,3,健敏,健,10,亻,jiàn,1,敏,11,攵,mǐn,1
张晨静,女,1979,河南巩义北山口镇水地河村,3,晨静,晨,11,日,chén,1,静,14,青,jìng,1
朱荣荣,男,1986,浙江,3,荣荣,荣,9,艹,róng,1,荣,9,艹,róng,1
翟晓川,男,1993,河北省唐山市,3,晓川,晓,10,日,xiǎo,1,川,3,川,chuān,1
边江,男,1982,河北秦皇岛,2,江,江,6,氵,jiāng,1,江,0,0,0,0
刘增辉,男,1999,北京市,3,增辉,增,15,土,zēng,1,辉,12,车,huī,1
苏懿萍,女,1979,江苏常熟,3,懿萍,懿,22,心,yì,3,萍,11,艹,píng,1
彭映梅,女,1979,江西南昌,3,映梅,映,9,日,yìng,1,梅,11,木,méi,1
续晓琼,女,1979,山西沁水县,3,晓琼,晓,10,日,xiǎo,1,琼,12,王,qióng,2
李小尉,女,1979,吉林,3,小尉,小,3,小,xiǎo,1,尉,11,寸,wèi,2
平岩纸,女,1979,大阪府吹田市,3,岩纸,岩,8,山,yán,1,纸,7,纟,zhǐ,1
路嘉欣,女,1979,台湾省,3,嘉欣,嘉,14,口,jiā,1,欣,8,欠,xīn,1
胡歌,男,1982,上海市徐汇区,2,歌,歌,14,欠,gē,1,歌,0,0,0,0
黄恩岭,女,1979,安徽,3,恩岭,恩,10,心,ēn,1,岭,8,山,lǐng,1
潘艳嫦,女,1979,广东清新,3,艳嫦,艳,10,色,yàn,1,嫦,14,女,cháng,3
叶明子,女,1979,北京,3,明子,明,8,日,míng,1,子,3,子,zǐ,1
郑源,男,1982,广东省阳江市阳西县,2,源,源,13,氵,yuán,1,源,0,0,0,0
卓韵芝,女,1979,香港,3,韵芝,韵,13,音,yùn,1,芝,6,艹,zhī,1
关心妍,女,1979,香港,3,心妍,心,4,心,xīn,1,妍,7,女,yán,3
程成,男,1973,北京,2,成,成,6,戈,chéng,1,成,0,0,0,0
崔鹏,男,1982,山东济南,2,鹏,鹏,13,鸟,péng,2,鹏,0,0,0,0
张亮,男,1982,北京市,2,亮,亮,9,亠,liàng,1,亮,0,0,0,0
杜鹍,男,1982,山东青岛,2,鹍,鹍,13,鸟,kūn,3,鹍,0,0,0,0
朱泳腾,男,1976,上海,3,泳腾,泳,8,氵,yǒng,1,腾,13,月,téng,1
陈俊生,男,1968,台湾,3,俊生,俊,9,亻,jùn,1,生,5,生,shēng,1
贾子睿,女,1979,河南平顶山,3,子睿,子,3,子,zǐ,1,睿,14,目,ruì,3
谢宜君,女,1979,台湾,3,宜君,宜,8,宀,yí,1,君,7,口,jūn,1
韩含,男,1982,天津,2,含,含,7,口,hán,1,含,0,0,0,0
黄文碧,女,1979,贵州金沙,3,文碧,文,4,文,wén,1,碧,14,石,bì,1
闫益民,男,1978,山东,3,益民,益,10,皿,yì,1,民,5,氏,mín,1
泽旺措,女,1979,四川红原,3,旺措,旺,8,日,wàng,1,措,11,扌,cuò,2
龚海铭,男,1984,台湾台北,3,海铭,海,10,氵,hǎi,1,铭,11,钅,míng,2
刘强强,女,1979,陕西省华阴市,3,强强,强,12,弓,qiáng,1,强,12,弓,qiáng,1
尚世春,女,1979,辽宁锦州,3,世春,世,5,一,shì,1,春,9,日,chūn,1
黎喜斌,男,1966,湖北潜江,3,喜斌,喜,12,口,xǐ,1,斌,12,文,bīn,3
朱春蓉,女,1979,安徽无为,3,春蓉,春,9,日,chūn,1,蓉,13,艹,róng,2
颜德如,男,1973,四川仁寿县,3,德如,德,15,彳,dé,1,如,6,女,rú,1
唐荣海,男,1988,广西桂林,3,荣海,荣,9,艹,róng,1,海,10,氵,hǎi,1
张丽甫,女,1979,河北定州,3,丽甫,丽,7,丶,lì,1,甫,7,用,fǔ,2
许彩娟,女,1979,广东徐闻,3,彩娟,彩,11,彡,cǎi,1,娟,10,女,juān,3
于晓艺,女,1979,山东青岛,3,晓艺,晓,10,日,xiǎo,1,艺,4,艹,yì,1
覃天卫,男,1968,广西来宾,3,天卫,天,4,大,tiān,1,卫,3,卩,wèi,1
马晓岸,男,1987,湖北,3,晓岸,晓,10,日,xiǎo,1,岸,8,山,àn,1
韩亚娟,女,1979,陕西宝鸡,3,亚娟,亚,6,二,yà,1,娟,10,女,juān,3
李俊霏,女,1979,四川邻水,3,俊霏,俊,9,亻,jùn,1,霏,16,雨,fēi,3
迟志禹,男,1974,山东蓬莱,3,志禹,志,7,心,zhì,1,禹,9,忄,yǔ,3
胡变芳,女,1979,山西盂县,3,变芳,变,8,又,biàn,1,芳,7,艹,fāng,1
张许,男,1982,江苏泗洪,2,许,许,6,讠,xǔ,1,许,0,0,0,0
杨秋翔,男,1969,山西临猗,3,秋翔,秋,9,禾,qiū,1,翔,12,羽,xiáng,2
杨双桥,男,1966,河北省河间市,3,双桥,双,4,又,shuāng,1,桥,10,木,qiáo,1
牟应录,男,1966,甘肃秦安,3,应录,应,7,广,yīng,1,录,8,王,lù,1
张明科,男,1970,陕西省扶风县城关镇,3,明科,明,8,日,míng,1,科,9,禾,kē,1
梅念蜀,女,1979,湖北,3,念蜀,念,8,心,niàn,1,蜀,13,虫,shǔ,2
韩茗妍,女,1979,黑龙江省哈尔滨市,3,茗妍,茗,9,艹,míng,3,妍,7,女,yán,3
张淑欣,女,1979,河北定州,3,淑欣,淑,11,氵,shū,2,欣,8,欠,xīn,1
林家川,男,1981,辽宁省丹东市凤城市,3,家川,家,10,宀,jiā,1,川,3,川,chuān,1
李泞玉,女,1979,重庆武隆,3,泞玉,泞,8,氵,nìng,2,玉,5,玉,yù,1
贺刚,男,1982,山西平遥,2,刚,刚,6,刂,gāng,1,刚,0,0,0,0
侯传金,男,1980,安徽亳州,3,传金,传,6,亻,chuán,1,金,8,金,jīn,1
吕逸涛,男,1977,浙江永康,3,逸涛,逸,11,辶,yì,2,涛,10,氵,tāo,1
汤学俊,男,1967,江苏宝应,3,学俊,学,8,子,xué,1,俊,9,亻,jùn,1
樊宝洪,男,1967,江苏兴化,3,宝洪,宝,8,宀,bǎo,1,洪,9,氵,hóng,1
